"id","title","text","subject","date"
"109","Ira Wibowo Kenang Momen Terakhir Sebelum Ayahnya Meninggal","Ira Wibowo kenang momen terakhir sebelum ayahnya meninggal. Ia menyebut bahwa ayahnya tak sesemangat seperti biasanya.","DETIKHOT","15-Oct-2023"
"110","Ayah Ira dan Ari Wibowo Meninggal Dunia","Kabar duka menyelimuti keluarga Ira dan Ari Wibowo. Ayah mereka R Wibowo Wirjodiprodjo meninggal dunia dikabarkan meninggal dunia pada Sabtu (14/11).","DETIKHOT","15-Oct-2023"
"111","Taylor Swift dan Travis Kelce yang Kian Berani Open Public","Taylor Swift dan Travis Kelce jawab kabar hubungan asmara mereka. Baru-baru ini keduanya tak segan-segan pamer sedang bergandengan tangan di hadapan publik.","DETIKHOT","15-Oct-2023"
"112","Tips Ajarkan Anak Jaga Kebersihan Diri","Psikolog anak dan keluarga ingatkan pentingnya mengajarkan nilai-nilai menjaga kebersihan diri pada anak. Berikut 3 cara yang bisa diterapkan para orangtua…","DETIKHEALTH","15-Oct-2023"
"113","Komisaris William Tanuwijaya Jual 332 Juta Lembar Sahamnya di GOTO","Pendiri Tokopedia William Tanuwijaya jual sebagian sahamnya sebanyak 332 juta lembar. William mendapatkan sekitar Rp 26,2 miliar dari hasil penjualan ini.","DETIKFINANCE","15-Oct-2023"
"114","Film 'The Eras Tour' Taylor Swift Pecahkan Rekor Pemesanan Awal Tertinggi","Film 'The Eras Tour' Taylor Swift memecahkan rekor sebagai film konser dengan jumlah pemesanan tiket awal tertinggi. Rekor sebelumnya dipegang oleh BTS.","DETIKHOT","15-Oct-2023"
"115","Tanda Banjolan Kanker Payudara yang Perlu Kamu Tahu","Dokter spesialis bedah onkologi menyebut tanda kanker payudara 90% berupa benjolan. Lalu benjolan seperti apa yang perlu dikenali? Simak penjelasannya.","DETIKHEALTH","15-Oct-2023"
"116","Harapan Nadiem Makarim Pasca Kebakaran Museum Nasional Indonesia","Museum Nasional Indonesia beroperasi setelah kebakaran pada September lalu. Mendikbudristek Nadiem Anwar Makarim berharap kondisinya kondisinya semakin membaik.","DETIKNEWS","14-Oct-2023"
"117","Bersenang-senang Sambil Menunggu Konser P1Harmony Dimulai","P1Harmony menggelar tur konser perdana di Indonesia, Sabtu (14/10) bertajuk 2023 P1HARMONY LIVE TOUR [P1USTAGE H:PIONEER].","DETIKHOT","14-Oct-2023"
"118","Siap Malam Mingguan Bareng Rex Orange County di Ancol","Rex Orange County akan menggelar konser di Jakarta hari ini, Sabtu (14/10). Tepatnya di Beach City International Stadium, Ancol.","DETIKHOT","14-Oct-2023"
"119","Kondisi Cipung Putra Bungsu Raffi Ahmad Seusai Alami Demam Tinggi","Kondisi Rayyanza Malik Ahmad kini telah membaik seusai didiagonsa mengidap adenovirus. Nagita dan Raffi pun semakim proaktif menjaga kesehatan anaknya.","DETIKHOT","14-Oct-2023"
"120","Umumkan Lulus, Ashel JKT48 Tulis Pesan Menyentuh","Ashel JKT48 umumkan kelulusannya dari grup idol melalui Instagram Story miliknya. Ia pun menyampaikan pesan menyentuh kepada para penggemarnya.","DETIKHOT","14-Oct-2023"
"121","Gen Z Dianggap Punya Mental Lembek Dibanding Milenial, Ini Kata Psikolog","Muncul persepsi bahwa Generasi Z memiliki mental 'lembek' ketimbang generasi milenial. Psikolog klinis pun memiliki penjelasan ilmiah terkait hal itu.","DETIKHEALTH","14-Oct-2023"
"122","Kemudahan Penerbitan STR Seumur Hidup Sesuai Implementasi UU Kesehatan","Kemenkes memberikan paparan soal kemudahan penerbitan STR Seumur Hidup setelah adanya implementasi UU No 17 Tahun 2023 pasal 260 tentang Kesehatan.","DETIKHEALTH","12-Oct-2023"
"123","Potret Pernikahan Jennifer Coppen dengan Dali Wassink","Jennifer Coppen resmi menikah dengan Dali Wassink. Momen bahagia pun dibagikan Jennifer dalam Instagram miliknya.","WOLIPOP","12-Oct-2023"
"124","Jimin BTS Akan Rilis Film Dokumenter Solo Bulan Ini","Jimin BTS akan merilis film dokumenter solo pertamanya pada 23 Oktober mendatang. Kabar tersebut disampaikan pihak agensi HYBE Labels.","DETIKHOT","12-Oct-2023"
"125","Dukungan Mia Khalifa ke Palestina yang Bikin Dirinya Dipecat Playboy","Mia Khalifa vokal menunjukkan dukungannya ke Palestina terkait konflik Hamas dengan Israel. Akibat hal itu, Mia Khalifa dipecat dari Playboy.","DETIKHOT","12-Oct-2023"
"126","Coldplay Gugat Balik Eks Manajer Rp 266,8 Miliar","Coldplay menggugat balik mantan manajer, Dave Holmes. Mereka meminta ganti rugi sebesar $17 juta (Rp 2266,8 miliar).","DETIKHOT","11-Oct-2023"
"127","Sambangi Indonesia Pekan Ini, P1Harmony Ingin Coba Makanan Lokal","Boy group P1Harmony akan menggelar konser di Indonesia akhir pekan ini, Sabtu (14/10). Ini yang akan mereka lakukan dan coba di Indonesia...","DETIKHOT","11-Oct-2023"
"128","Peringatan Keras Menkominfo untuk Meta soal Konten Judi Online","Menkominfo Budi Arie Setiadi memberikan peringatan keras kepada manajemen Meta di Indonesia. Ia meminta Meta segera membersihkan konten judi slot online.","DETIKINET","11-Oct-2023"
"129","Dituding Lakukan Bully, Park Hye Soo Ambil Langkah Hukum","Park Hye Soo dituding terlibat melakukan kekerasan di sekolah. Ia pun mengambil langkah hukum dan meminta ganti rugi terhadap pelaku penyebaran rumor tersebut.","DETIKHOT","11-Oct-2023"
"130","Sikap Gigi Hadid Terkait Memanasnya Konflik Hamas Vs Israel","Sikap Gigi Hadid atas konflik Hamas vs Israel. Ia menyebut selalu memiliki harapan dan mimpi bagi warga Palestina, tapi itu tak termasuk mencelakai Yahudi.","DETIKHOT","11-Oct-2023"
"131","Kasus Anak DPR Tewaskan Kekasih Dikaitkan dengan Femisida, Apa Itu?","Tindakan pembunuhan keji yang dilakukan oleh Gregorius Ronald Tannur terhadap kekasihnya dikategorikan sebagai femisida. Berikut penjelasan psikolog klinis...","DETIKHEALTH","11-Oct-2023"
"132","Hal-hal yang Perlu Diperhatikan saat Memanaskan Ulang Makanan","Menurut Ahli Gizi Masyarakat pada dasarnya semua jenis makanan bisa dipanaskan ulang. Berikut hal-hal yang perlu diperhatikan saat makanan dipanaskan ulang.","DETIKFOOD","11-Oct-2023"
"133","Respons Selebritas Dunia soal Konflik Hamas-Israel","Sejumlah selebritas dunia buka suara soal konflik Hamas-Israel. Di antaranya Gal Gadot, Kylie Jenner, hingga Mia Khalifa.","DETIKHOT","11-Oct-2023"
"134","YG Jelaskan Alasan Debut BABYMONSTER Mundur dari Rencana Awal","YG Entertainment mengumumkan debut BABYMONSTER. Girl group baru YG itu rencananya akan debut pada November, mundur dari rencana awal yakni sekitar September.","DETIKHOT","10-Oct-2023"
"135","Ariana Grande dan Dalton Gomez Resmi Cerai","Ariana Grande dan Dalton Gomez resmi cerai setelah keduanya berpisah pada Juli lalu. Keduanya mendapatkan harta gono-gini.","DETIKHOT","10-Oct-2023"
"136","NASA Bakal Umumkan Update Sampel Asteroid Bennu","NASA bakal membagikan informasi kepada publik terkait sampel dari asteroid Bennu. Momen itu akan disiarkan langsung pada Rabu, 11 Oktober.","DETIKINET","10-Oct-2023"
"137","Eks Ratu Kecantikan Argentina Jacqueline Carrieri Meninggal Dunia","Eks ratu kecantikan Argentina Jacqueline Carrieri meninggal di Los Angeles, California, Minggu (1/10) lalu. Ia meninggal setelah menjalani operasi plastik.","WOLIPOP","09-Oct-2023"
"138","Alice Eks Hello Venus Umumkan Akan Menikah","Alice Eks Hello Venus mengumumkan akan segera menikah. Kabar bahagia itu disampaikan Alice lewat Instagram.","DETIKHOT","09-Oct-2023"
"139","Cara Kerja Action Button Pengganti Tombol Mute di iPhone 15 Pro","Salah satu pembaruan pada iPhone 15 Pro adalah pada fitur Action Button yang berfungsi pengganti tombol mute dan dering.","DETIKINET","09-Oct-2023"
"140","Rencana Putri Ariani Seusai Jadi Juara 4 AGT 2023","Putri Ariani telah kembali ke Indonesia pada Sabtu (7/10) setelah melewati rangkaian America's Got Talent 2023 dan berhasil menjadi juara 4. Apa rencana Putri?","DETIKHOT","09-Oct-2023"
"141","Australia Luncurkan Uang Koin Bergambar Raja Charles III","Australia luncurkan uang koin bergambar Raja Charles III. Koin senilai $1 AUD ini diproyeksikan akan beredar pada akhir tahun 2023.","DETIKFINANCE","05-Oct-2023"
"142","4 Lagu P1Harmony Ini Cocok Temani Aktivitasmu","P1Harmony siap menggelar konser di Jakarta pada 14 Oktober 2023. Sebelum datang ke konser, simak lagu Keeho cs yang cocok untuk temani aktivitasmu.","DETIKHOT","02-Oct-2023"
"143","Single '3D' Jungkook BTS Debut di Peringkat 3 Global Spotify","Single terbaru Jungkook BTS menuai perhatian. '3D' sukses menempati urutan moncer di tangga lagu iTunes dan Spotify.","DETIKHOT","01-Oct-2023"
"144","1 Jam Dibuat Terpesona oleh Nanon Korapat","Nanon Korapat sukses gelar konser ""Nanon 1st Solo Fancon In Jakarta"" yang digelar, Sabtu (30/9) di Jakarta. Nanon pun bawakan 12 lagu selama sejam penuh.","DETIKHOT","01-Oct-2023"
"145","Bos Louis Vuitton Diduga Tersandung Kasus Pencucian Uang","Kantor kejaksaan Paris tengah menyelidiki bos Louis Vuitton Bernard Arnault. Diduga Arnault terlibat dalam kasus pencucian uang.","WOLIPOP","01-Oct-2023"
"146","IQAir: Kualitas Udara Jakarta Minggu Pagi Tak Sehat!","Kualitas udara di Jakarta pada Minggu (1/10) pagi, masuk dalam kategori tak sehat. Menurut IQAir, tercatat kualitas udara di Jakarta berada dalam angka 180.","DETIKHEALTH","01-Oct-2023"
"147","Cita Rasa Mie Tarik Jumbo bak Restoran Mewah","Pencinta mie jangan ketinggalan dengan mie tarik yang berada di kawasan Jakarta Barat. Mie Tarik Los Dol ini menyajikan varian yang memiliki cita rasa lezat.","DETIKFOOD","01-Oct-2023"
"148","Rekomendasi Drakor Terbaru: Duet Ji Chang Wook-Wi Ha Jun di 'The Worst of Evil'","Suka drama Korea dengan genre action alias aksi? Kalian bisa menonton drakor terbaru berjudul 'The Worst of Evil' yang menghadirkan Ji Chang Wook dan Wi Ha Jun.","DETIKHOT","01-Oct-2023"
"149","ONE OK ROCK Sukses Obati Penantian 10 Tahun OORers Indonesia","Konser ONE OK ROCK bertajuk 'Luxury Disease' sukses digelar pada 29-30 September di Ancol. Konser Taka cs itu pun jadi obat kerinduan fans selama 10 tahun.","DETIKHOT","01-Oct-2023"
"150","Deretan HP yang Paling Gampang hingga Susah Diservis","HP kamu rusak? Kira-kira mudah atau sulit diservis ya? Electronics Hub merilis daftar HP yang paling gampang dan susah diperbaiki. Yuk intip daftarnya...","DETIKINET","01-Oct-2023"
"151","Top 5: Siskaee Diperiksa Polisi hingga TikTok Shop Dilarang Berjualan","20Detik merangkum berita pekan ini. Mulai dari Siskaee hingga TikTok Shop Cs dilarang melakukan aktivitas jual beli. Simak rangkumannya berikut ini...","DETIKHOT","01-Oct-2023"
"152","Park Seo Joon Muncul di Poster Film 'The Marvels'","Poster film 'The Marvels' resmi dirilis. Ada wajah Park Seo Joon muncul di poster.","DETIKHOT","30-Sep-2023"
"153","Berikut HP Android yang Tak Bisa Pakai WhatsApp Mulai Bulan Depan","WhatsApp tidak akan bisa digunakan pada ponsel Android yang masih menggunakan sistem operasi lawas. Hal itu berlaku mulai 24 Oktober mendatang.","DETIKINET","30-Sep-2023"
"154","Review Kantin Chinese Food Halal di Pasar Glodok","Detikers di kawasan Pasar Glodok menyimpan kantin makanan ala Chinese Food Selain halal dan ramah di kantong, ternyata sang pemilik merupakan mantan koki.","DETIKFOOD","30-Sep-2023"
"155","Selamat! Bonnie Wright Melahirkan Anak Pertama","Bonnie Wright pemeran Ginny Weasley di 'Harry Potter' melahirkan anak pertama berjenis kelamin laki-laki. Kabar bahagia itu disampaikan Bonnie lewat Instagram.","DETIKHOT","30-Sep-2023"
"156","Cerita Caren Delano Mobilnya Diduga Dibawa Kabur Sopir","Presenter Caren Delano menceritakan kronologi mobilnya yang diduga dibawa kabur sopir. Ia pun membuat laporan polisi ke Polsek Metro Setiabudi.","DETIKHOT","30-Sep-2023"
"157","Polisi Segera Umumkan Tersangka Kasus Dugaan Pelecehan Finalis Muid 2023","Polda Metro Jaya akan segera menetapkan tersangka dalam kasus dugaan pelecehan seksual yang menimpa peserta Miss Universe Indonesia 2023.","DETIKHOT","30-Sep-2023"
"158","KuTips: Kunci Menurunkan dan Menaikkan Berat Badan Ala Ade Rai, Simak YuK!","Detikers mungkin lagi fokus menurunkan atau menaikkan berat badan. Nah untuk mencapai hasil yang diinginkan dengan berat tubuh ideal, ada kuncinya nih detikers.","DETIKHEALTH","30-Sep-2023"
"159","NSYNC Rilis Lagu Baru Setelah 20 Tahun Vakum Bermusik","NSYNC merilis lagu baru 'Better Place' pada Jumat (29/9). Ini merupakan lagu pertama Justin Timberlake cs setelah 20 tahun lebih vakum dari dunia musik","DETIKHOT","29-Sep-2023"
"160","Aksi Manis JKT48 di Hub Space X KAI Expo 2023","JKT48 tampil di hari pertama Hub Space X KAI Expo 2023, Jumat (29/9). Fansnya, Wota, pun bergemuruh riang menyanyikan lagu-lagu favoritnya.","DETIKHOT","29-Sep-2023"
"161","Kontribusi Bluebird Kurangi Polusi Udara dengan EV dan CNG","Bluebird menjabarkan kontribusinya dalam mengurangi polusi udara. Hal itu dilakukan dengan pengadaan Electric Vehicle (EV) Taxy dan CNG untuk mengurangi emisi.","DETIKNEWS","29-Sep-2023"
"162","Cerita Sukses Wanita Indonesia Bekerja di Disney Animation Studios","Griselda Sastrawinata suskes berkarier di Disney Animation Studios. Ia bercerita bagaimana prosesnya hingga ia diterima di pekerjaan impiannya saat kecil.","DETIKHOT","29-Sep-2023"
"163","Pesan Animator Disney untuk Animator Indonesia","Griselda Sastrawinata butuh waktu 10 tahun untuk akhirnya bekerja di Disney Animation Studios. Dia pun bagikan satu prinsip yang selalu memotivasinya.","DETIKHOT","29-Sep-2023"
"164","Chaeyoung Absen di Konser TWICE Filipina karena Masalah Kesehatan","Chaeyoung Twice berhalangan hadir di konser TWICE 5TH WORLD TOUR ""READY TO BE"" di Bulacan pada tanggal 30 September hingga 1 Oktober karena sakit.","DETIKHOT","29-Sep-2023"
"165","Mengenal Griselda, Orang Indonesia yang Terlibat di Film Disney 'Wish'","Perempuan asal Jakarta, Griselda Sastrawinata, diketahui terlibat dalam film animasi Disney berjudul ""Wish"" yang bakal rilis pada November mendatang.","DETIKHOT","29-Sep-2023"
"166","Lion Air Group Siapkan Connectivity Internasional, Bisa Langsung Flight Jakarta-Perth","Lion Air Group mengembangkan 'connectivity internasional'. Salah satu rute yang disiapkan adalah penerbangan langsung dari Jakarta ke Perth.","DETIKTRAVEL","29-Sep-2023"
"167","Sejumlah Saksi Dikonfrontir Terkait Dugaan Pelecehan Miss Universe Indonesia 2023","Kuasa hukum Miss Universe Indonesia 2023 Mellisa Anggraini dan beberapa saksi mendatangi Polda Metro Jaya untuk diperiksa terkait pelecehan body checking.","DETIKHOT","29-Sep-2023"
"168","Sosok Adrian Stoica dan Hurricane, Pemenang America's Got Talent 2023","Adrian Stoica dan anjingnya, Hurricane, dinobatkan sebagai pemenang America's Got Talent 2023. Mereka mengalahkan empat kontestan lain, termasuk Putri Ariani.","DETIKHOT","29-Sep-2023"
"169","Viral Doa 'Jibril Turunkan Uang untuk Bangun Masjid', Ini Kata Kiai Banten","Kiai Yusuf Prianadi menjelaskan videonya yang viral saat berdoa meminta Malaikat Jibril menurunkan uang untuk membangun masjid.","DETIKNEWS","29-Sep-2023"
"170","Yok Koeswoyo Restui Pelarangan Band T'Koes Bawakan Lagu Koes Plus","Keluarga Koes Plus resmi melarang band T'Koes tampil menggunakan karya Koes Plus. Salah satu personel Koes Plus, Yok Koeswoyo, merestui keputusan tersebut.","DETIKHOT","28-Sep-2023"
"171","Aktor Michael Gambon Meninggal Dunia di Usia 82 Tahun","Aktor Michael Gambon meninggal dunia pada Kamis (28/9). Ia meninggal pada usia 82 tahun.","DETIKHOT","28-Sep-2023"
"172","Pakai Obat Kuat Sembarangan Bisa Berdampak Buruk bagi Kesehatan!","Beberapa pasangan mungkin pernah menggunakan obat kuat sebelum melakukan hubungan seksual. Dokter Boyke mengingatkan untuk berhati-hati dalam memilih obat kuat.","DETIKHEALTH","28-Sep-2023"
"173","Alasan Keluarga Larang Band T'Koes Bawakan Lagu Koes Plus","Pihak keluarga resmi melarang band T'Koes bawakan lagu Koes Plus. Berikut pernyataan keluarga terkait alasannya.","DETIKHOT","28-Sep-2023"
"174","Kata Dokter Kulit soal Efektivitas Sunscreen Spray-Stick untuk Wajah","Dokter spesialis kulit dan kelamin, Sari Chairunnisa, menjelaskan soal efektivitas sunscreen berbentuk spray maupun stick.","WOLIPOP","28-Sep-2023"
"175","Ahli Waris Ismail Marzuki Ingin Tahu Motif Pembuat 'Hello Kuala Lumpur'","Ahli waris Ismail Marzuki keberatan setelah mengetahui lagu 'Helo Kuala Lumpur' dinilai mirip dengan 'Halo-halo Bandung'. Ahli waris pun mencari pembuat lagu.","DETIKHOT","28-Sep-2023"
"176","Beda E-commerce dan Social Commerce Apa Sih?","Pemerintah akan melarang penjualan langsung di social media, e-commerce dan social commerce. Lantas, apa bedanya social media, e-commerce, dan social commerce?","DETIKFINANCE","28-Sep-2023"
"177","Pierre Cardin di Paris Fashion Week, Terinspirasi Kehidupan Laut","Rumah mode Pierre Cardin menyuguhkan koleksi terbarunya dalam Paris Fashion Week (PFW) Spring/Summer 2023/2024","WOLIPOP","26-Sep-2023"
"178","Terseret Kasus Promosi Judol, Cupi Cupita: Tahunya Endorse Game","Pengacara Cupi Cupita menceritakan awal mula kliennya mengambil job promosi judi online. Cupi juga disebut menerima bayaran di bawah Rp 10 juta.","DETIKHOT","26-Sep-2023"
"179","Reboot Benteng Takeshi Siap Sajikan Sentuhan Lokal","Prime Video akan merilis reboot 'Takeshi's Castle' pada 16 November 2023. Fluxcup dipilih oleh Prime Video sebagai salah satu pengisi suaranya.","DETIKHOT","26-Sep-2023"
"180","Alasan Band T'Koes Dilarang Bawakan Lagu Koes Plus","Band T'Koes' dilarang membawakan lagu dari Koes Plus. Keluarga menyebut alasan pelarangan adalah adanya masalah attitude","DETIKHOT","26-Sep-2023"
"181","Cupi Cupita Drop Seusai Jalani Pemeriksaan Dugaan Promosi Judol","Pedangdut Cupi Cupita menjalani pemeriksaan dugaan promosi judi online selama 7 jam di Bareskrim Polri, Selasa (26/9). Cupi mengaku senang bisa klarifikasi.","DETIKHOT","26-Sep-2023"
"182","James Arthur Bakal Konser di Jakarta Akhir Tahun, Ini Harga Tiketnya!","James Arthur, akan menggelar konser di Indonesia. Konser yang dipromotori CK Star Entertaiment ini akan digelar di Jakarta pada 1 Desember 2023 mendatang.","DETIKHOT","26-Sep-2023"
"183","Baru Rilis, Drakor 'Twinkling Watermelon' Duduki Peringkat 1","Drama Korea 'Twinkling Watermelon' memulai episodenya dengan baik. Series yang tayang tiap Senin-Selasa ini menduduki rating pertama di episode awal.","DETIKHOT","26-Sep-2023"
"184","Tak Sabar 'Sing-Along' di Konser NIKI Jakarta Malam Ini","NIKI siap menggelar konser 'Nicole World Tour 2023' ini digelar di JIExpo Kemayoran, Selasa (26/9). Para penggemar pun tak sabar bersenandung bareng NIKI.","DETIKHOT","26-Sep-2023"
"185","Divonis 7 Bulan Bui, Ammar Zoni Puas Putusan Hakim","Ammar Zoni divonis penjara 7 bulan oleh Pengadilan Negeri Jakarta Selatan. Ammar menyebut dirinya puas dan pihaknya tak akan mengajukan banding","DETIKHOT","26-Sep-2023"
"186","Aktor Senior David McCallum Meninggal di Usia 90 Tahun","Aktor senior David McCallum meninggal dunia secara alami di usia 90 tahun. Ia merupakan salah satu bintang TV terbesar pada 1960-an.","DETIKHOT","26-Sep-2023"
"187","Ammar Zoni Divonis 7 Bulan Penjara atas Kasus Narkotika","Ammar Zoni divonis penjara 7 bulan terkait kasus penyalahgunaan narkotika. Putusan ini lebih rendah dari tuntutan jaksa yang meminta Ammar dihukum 1 tahun.","DETIKHOT","26-Sep-2023"
"188","BAEKHYUN EXO Bakal Gelar Meet & Greet di Acara Allo Bank","BAEKHYUN EXO akan menggelar meet & greet di 'Allo Bank Hangout' pada 4 November 2023. Siapa enggak sabar?","DETIKHOT","26-Sep-2023"
"189","Nadin Amizah Buka Suara soal Dugaan Pelecehan Kala Konser di Bandung","Penyanyi Nadin Amizah mengalami dugaan pelecehan setelah konser di Bandung. Berikut pernyataan Nadin terkait hal itu.","DETIKHOT","26-Sep-2023"
