"id","title","text","subject","date"
"104","Viral Tim SAR Klaten Kewalahan-Jasad COVID Belum Dimakamkan, Ini Faktanya","Postingan yang menyebut petugas kewalahan dan masih banyak jenazah COVID yang belum dimakamkan sehingga membutuhkan relawan bikin heboh. Seperti apa faktanya?","DETIKNEWS","27-Jun-2021"
"105","Beredar Isu Sutiyoso Meninggal, Keluarga: Tidak Benar!","Beredar isu mantan Gubernur DKI Jakarta Sutiyoso meninggal dunia. Pihak keluarga membantah isu ini dan menyebutnya sebagai hoax alias berita bohong.","DETIKNEWS","15-Jun-2021"
"106","Waspada! Ada Akun WA Catut Bupati Klaten Minta Sumbangan","Akun WA mencatut Bupati Klaten Sri Mulyani meminta donasi beredar. Akun penipu itu menghubungi para pejabat di Pemkab Klaten untuk menggalang dana sosial.","DETIKNEWS","12-Jun-2021"
"107","Heboh Pesan Berantai soal Varian Baru Corona di Kudus, Ini Faktanya","Sebuah pesan berantai adanya temuan varian baru virus Corona asal India di Kabupaten Kudus, Jawa Tengah bikin heboh. Seperti apa faktanya?","DETIKNEWS","12-Jun-2021"
"108","Beredar Poster Konvensi Capres NU 2024, PBNU Pastikan Hoax!","PB Nahdlatul Ulama (NU) menepis poster konvensi calon presiden atau capres NU 2024 yang memuat nama dan foto 13 tokoh NU.","DETIKNEWS","03-Jun-2021"
"109","Viral Hoax Makan Bawang 3 Kali Sehari Sembuhkan Corona, Ini Faktanya","Beredar narasi viral makan tiga bawang merah dan meneteskan perasan air lemon ke hidung bisa menyembuhkan Corona. Dipastikan hoax, begini faktanya.","DETIKHEALTH","03-Jun-2021"
"110","Viral Tes Antigen Pakai Air Keran Hasilnya Positif, Satgas Kepri Menepis","Satgas COVID-19 Kepri membantah tes antigen menggunakan air keran, kemudian hasilnya positif. Video viral di medsos itu dipastikan hoax.","DETIKNEWS","02-Jun-2021"
"111","Waspada 6 Hoax: Vaksin Bermagnet Hingga China Siapkan Senjata Biologis","Direktorat Pengendalian Aplikasi Informatika Kemenkominfo kembali menemukan hoax, disinformasi, dan misinformasi yang beredar di media sosial.","DETIKINET","28-May-2021"
"112","Viral Jadi Sulit Ereksi karena Vaksin Sinovac, Ini Penjelasan Dokter","Di media sosial viral kabar penerima vaksin COVID-19 Sinovac mengalami efek samping tidak bisa ereksi. Benarkah hal tersebut? Ini penjelasannya.","DETIKHEALTH","15-Apr-2021"
"113","Viral Cacing di Masker Impor dari China, Ini Fakta di Baliknya","Di media sosial viral unggahan tentang adanya cacing atau ulat berbahaya pada masker yang diimpor dari China. Benarkah hal tersebut? Berikut faktanya.","DETIKHEALTH","10-Apr-2021"
"114","Viral Gaji Petugas Kebersihan Pertamina Rp 13 Juta, Manajemen: Hoax!","PT Pertamina (Persero) menyebut informasi viral di media sosial yang menginformasikan gaji pegawai kebersihan yang mencapai Rp 13,6 juta adalah hoax.","DETIKFINANCE","09-Apr-2021"
"115","Fakta-fakta Gibran Disebut Duduk di Meja, Menteri PUPR Duduk di Kursi","Walkot Solo Gibran Rakabuming disebut duduk di meja di depan Menteri PUPR Basuki Hadimuljono saat kunker di Solo pekan lalu. Ini fakta-faktanya.","DETIKNEWS","04-Apr-2021"
"116","Awas Hoax BBM Langka Imbas Kilang Kebakaran, Pertamina: Stok Luber!","Beredar pesan berantai yang menyebut BBM bakal langka imbas kebakaran di Kilang Balongan, Indramayu, Jawa Barat dini hari tadi. Pertamina pastikan itu hoax","DETIKFINANCE","29-Mar-2021"
"117","Viral Gibran Duduk di Atas Meja Depan Menteri Basuki, Begini Faktanya","Kabar viral menyebut Wali Kota Solo, Gibran Rakabuming duduk di atas meja di depan Menteri PUPR Basuki Hadimuljono yang duduk di bawahnya. Bagaimana faktanya?","DETIKNEWS","28-Mar-2021"
"118","Viral Lansia Non-DKI Bisa Vaksin Corona di Senayan, Dipastikan Hoax!","Beredar pesan viral yang menyebut lansia non-DKI bisa ikut vaksinasi di Sentra Vaksinasi COVID-19 Bersama, Istora Senayan, tinggal bawa KTP. Dipastikan hoax!","DETIKHEALTH","10-Mar-2021"
"119","Awas Hoax! Pesan Berantai Soal Vaksinasi Lansia di Istora Senayan","Ramai di media sosial dan jaringan pesan soal narasi Kementerian BUMN yang menyediakan sentra vaksinasi COVID-19 di Istora Senayan. Pesan itu dipastikan hoax!","DETIKFINANCE","10-Mar-2021"
"120","Hoax! Tak Ada Larangan Minum Obat Jantung Sebelum Vaksin COVID-19","Beredar pesan berantai bahwa pasien jantung disarankan tidak meminum obat tertentu saat akan disuntik vaksin COVID-19. Benarkah menghambat pembentukan antibodi?","DETIKHEALTH","04-Mar-2021"
"121","Hoax! Kemenkes Bantah Puluhan Wartawan Terkapar Setelah Vaksinasi COVID-19","Sebuah pesan viral beredar grup Whatsapp, menyebut puluhan wartawan terkapar setelah vaksinasi COVID-19. Kemenkes RI membantah informasi tersebut.","DETIKHEALTH","26-Feb-2021"
"122","Minum Air Putih Bisa Atasi Kekentalan Darah Pasien COVID-19? Ini Faktanya","Sebuah video viral menyebut minum banyak air putih bisa mengatasi kekentalan darah pasien COVID-19. Meluruskan info tersebut, dokter jantung angkat bicara.","DETIKHEALTH","10-Feb-2021"
"123","Pasien Jalan Ngangkang Seperti Penguin Disebut karena Anal Swab, Ini Faktanya","Sebuah video viral menggambarkan pasien berjalan ngangkang mirip penguin, dinarasikan akibat anal swab. Otoritas setempat memastikan informasi ini tidak benar.","DETIKHEALTH","02-Feb-2021"
"124","Kabar BI Di-lockdown Bank Internasional Swiss Dipastikan Hoax!","Ramai di media sosial pesan terkait BI yang dilockdown oleh The Bank for International Settlements yang berpusat di Basel, Switzerland. Pesan tersebut hoax.","DETIKFINANCE","27-Jan-2021"
"125","Hoax! Jangan Percaya Pesan Berantai DANA Bagi-bagi Uang Tunai","Beredar pesan berantai di WhatsApp yang menginformasikan bahwa dompet digital DANA membagikan uang tunai secara cuma-cuma. Pesan tersebut dipastikan bohong.","DETIKFINANCE","27-Jan-2021"
"126","Sederet Hoax Vaksin Jokowi, Disebut Salah Suntik hingga Tak Sampai Habis","Hoax seputar vaksin COVID-19 makin banyak beredar dan berpotensi memunculkan keraguan. Vaksinasi perdana untuk Jokowi pun tak luput dari serangan hoax.","DETIKHEALTH","20-Jan-2021"
"127","Hoax! Viral Kasdim 0817 Gresik Wafat Usai Vaksin COVID-19, Ini Faktanya","Beredar pesan viral yang menyebut Kasdim 0817 Gresik, Mayor Sugeng Riyadi, meninggal dunia setelah disuntik vaksin COVID-19. Ini fakta-faktanya.","DETIKHEALTH","18-Jan-2021"
"128","Viral Urutan Mandi Agar Tak Kena Stroke, Ini Faktanya","Beredar pesan berantai soal serangan stroke di kamar mandi. Benarkah mandi harus dimulai dari kaki, bertahap naik hingga kepala agar pembuluh darah tidak pecah?","DETIKHEALTH","17-Jan-2021"
"129","Foto Bayi Selamat dari Sriwijaya Air SJ182 Dipastikan Hoax","Beredar viral foto seorang bayi disebut selamat dari Sriwijaya Air SJ182 tujuan Jakarta-Pontianak. Namun foto tersebut dipastikan tidak benar atau hoax.","DETIKNEWS","11-Jan-2021"
"130","Viral Vaksin COVID-19 Memperbesar Penis, BPOM: Hoax Lah!","Viral di media sosial soal efek samping vaksin COVID-19. Sebuah unggahan jurnal tersebar di media sosial menulis vaksin memperpanjang ukuran penis 2-3 inci.","DETIKHEALTH","07-Jan-2021"
"131","Wawali Surabaya Terpilih Armuji Dikabarkan Meninggal, Ketua DPRD: Hoaks","Ramai beredar pesan di aplikasi percakapan jika Wakil Wali Kota Surabaya terpilih Armuji meninggal dunia akibat terpapar COVID-19. Benarkah kabar ini?","DETIKNEWS","05-Jan-2021"
"132","Beredar Pesan Hoaks Razia Masker Denda Rp 250 Ribu dan Surabaya Zona Hitam","Beredar broadcast di WhatsApp bahwa Surabaya masuk zona merah/hitam. Pesan itu juga berisi tentang penuhnya RS di Surabaya serta razia masker.","DETIKNEWS","03-Jan-2021"
"133","Heboh Vaksin Corona Sinovac Mengandung Jaringan Kera, Bio Farma Pastikan Hoax!","Media sosial dihebohkan dengan kabar vaksin COVID-19 Sinovac yang disebut mengandung vero cell dari kera afrika. Bio Farma pastikan informasi tersebut hoax.","DETIKHEALTH","03-Jan-2021"
"134","Viral Daftar Obat untuk Pasien COVID-19, Ini Pesan Dokter Paru","Beredar pesan viral di media sosial mengenai pengobatan pasien COVID-19 yang sedang menjalani isolasi mandiri. Bagaimana faktanya?","DETIKHEALTH","29-Dec-2020"
"135","Hoax! Air Kelapa Campur Jeruk Nipis Bukan untuk Basmi Corona","Beredar pesan viral tentang ramuan pembasmi virus Corona. Disebutkan, air kelapa muda campur jeruk nipis dan sedikit garam bisa membasmi corona. Awas, hoax!","DETIKHEALTH","24-Dec-2020"
"136","Beredar Pesan Larangan ke Kota Malang karena Zona Hitam, Polisi Sebut Hoaks","Beredar pesan berantai berisi larangan tidak bepergian ke Kota Malang.Bagi warga nekat masuk Kota Malang akan dikarantina selama 14 hari. Polisi sebut itu hoaks","DETIKNEWS","14-Dec-2020"
"137","Hoaks Video Banjir Hanyutkan Mobil di Sampang Madura, Ini Faktanya","Video yang menunjukkan banjir hingga menghanyutkan beberapa mobil viral di aplikasi percakapan. Dalam video, tertulis banjir itu terjadi di Sampang, Madura.","DETIKNEWS","11-Dec-2020"
"138","Bupati Anna Dikabarkan Positif COVID-19, Jubir Satgas Bojonegoro: Itu Hoaks","Bupati Bojonegoro Anna Mu'awanah dikabarkan positif COVID-19. Kabar itu beredar di media sosial dan aplikasi percakapan. Ternyata kabar tersebut hoaks.","DETIKNEWS","11-Dec-2020"
"139","Beredar Video Dinarasikan Penembakan 6 Laskar FPI, Begini Faktanya","Sebuah video dinarasikan terkait dengan peristiwa penembakan 6 anggota laskar FPI di Km 50 Tol Jakarta-Cikampek. Narasi itu dinyatakan tidak benar alias hoax.","DETIKNEWS","09-Dec-2020"
"140","detikcom Dicatut dalam Hoax 'Chat Kapolda Metro'","Sejak pagi beredar tangkapan layar yang seolah-olah berasal dari pemberitaan detikcom tentang percakapan Whatsapp Kapolda Metro soal HRS. Dipastikan hoax.","DETIKNEWS","09-Dec-2020"
"141","Beredar 'Chat Kapolda Metro soal Sikat Laskar HRS', Dipastikan Hoax","Polda Metro Jaya memastikan tangkapan layar seolah-olah percakapan WA Kapolda Metro soal Habib Rizieq adalah hoax.","DETIKNEWS","09-Dec-2020"
"142","Video Ambulans FPI Masuk RS Saat Ricuh Diviralkan, Ini Faktanya","Video ambulans bertulisan FPI masuk ke halaman sebuah RS saat terjadi kericuhan banyak beredar di grup WA dengan banyak narasi menyertainya. Begini faktanya.","DETIKNEWS","08-Dec-2020"
"143","Viral Bendung Gerak Serayu Jebol, Kepala UPT: Itu Kapal Ponton Hanyut!","Sebuah video dengan narasi bendungan di Kabupaten Banyumas jebol beredar viral di media sosial. Seperti apa faktanya?","DETIKNEWS","03-Dec-2020"
"144","Viral Asrama Isolasi Mandiri UGM Penuh, Ternyata Begini Faktanya","Sebuah pesan berantai yang menyebut asrama isolasi mandiri di Universitas Gadjah Mada (UGM) penuh tersebar melalui WhatsApp (WA). Lalu seperti apa faktanya?","DETIKNEWS","03-Dec-2020"
"145","Beredar Pesan Larangan ke Kota Malang karena Zona Hitam, Polisi Sebut Hoaks","Beredar pesan berantai berisi larangan tidak bepergian ke Kota Malang.Bagi warga nekat masuk Kota Malang akan dikarantina selama 14 hari. Polisi sebut itu hoaks","DETIKNEWS","14-Dec-2020"
"146","Hoaks Video Banjir Hanyutkan Mobil di Sampang Madura, Ini Faktanya","Video yang menunjukkan banjir hingga menghanyutkan beberapa mobil viral di aplikasi percakapan. Dalam video, tertulis banjir itu terjadi di Sampang, Madura.","DETIKNEWS","11-Dec-2020"
"147","Bupati Anna Dikabarkan Positif COVID-19, Jubir Satgas Bojonegoro: Itu Hoaks","Bupati Bojonegoro Anna Mu'awanah dikabarkan positif COVID-19. Kabar itu beredar di media sosial dan aplikasi percakapan. Ternyata kabar tersebut hoaks.","DETIKNEWS","11-Dec-2020"
"148","Beredar Video Dinarasikan Penembakan 6 Laskar FPI, Begini Faktanya","Sebuah video dinarasikan terkait dengan peristiwa penembakan 6 anggota laskar FPI di Km 50 Tol Jakarta-Cikampek. Narasi itu dinyatakan tidak benar alias hoax.","DETIKNEWS","09-Dec-2020"
"149","detikcom Dicatut dalam Hoax 'Chat Kapolda Metro'","Sejak pagi beredar tangkapan layar yang seolah-olah berasal dari pemberitaan detikcom tentang percakapan Whatsapp Kapolda Metro soal HRS. Dipastikan hoax.","DETIKNEWS","09-Dec-2020"
"150","Beredar 'Chat Kapolda Metro soal Sikat Laskar HRS', Dipastikan Hoax","Polda Metro Jaya memastikan tangkapan layar seolah-olah percakapan WA Kapolda Metro soal Habib Rizieq adalah hoax.","DETIKNEWS","09-Dec-2020"
"151","Video Ambulans FPI Masuk RS Saat Ricuh Diviralkan, Ini Faktanya","Video ambulans bertulisan FPI masuk ke halaman sebuah RS saat terjadi kericuhan banyak beredar di grup WA dengan banyak narasi menyertainya. Begini faktanya.","DETIKNEWS","08-Dec-2020"
"152","Viral Bendung Gerak Serayu Jebol, Kepala UPT: Itu Kapal Ponton Hanyut!","Sebuah video dengan narasi bendungan di Kabupaten Banyumas jebol beredar viral di media sosial. Seperti apa faktanya?","DETIKNEWS","03-Dec-2020"
"153","Viral Asrama Isolasi Mandiri UGM Penuh, Ternyata Begini Faktanya","Sebuah pesan berantai yang menyebut asrama isolasi mandiri di Universitas Gadjah Mada (UGM) penuh tersebar melalui WhatsApp (WA). Lalu seperti apa faktanya?","DETIKNEWS","03-Dec-2020"
"154","Beredar Info Tak Pakai Masker Didenda Rp 250 Ribu, Polda Metro: Hoax","Informasi beredar menyebutkan Ditlantas Polda Metro akan turun langsung menindak dan memberikan denda bagi yang tak pakai masker. Polisi pastikan info itu hoax.","DETIKNEWS","04-Sep-2020"
"155","Berita 'Prabowo Ingatkan Gatot-KAMI agar Tak Buat Kisruh' Adalah Hoax","Sebuah screenshot berita dari detikcom disebarkan akun Facebook (FB) Virgiawan P di grup Pasukan Pribumi Anti Komunis. Posting-an tersebut dipastikan hoax.","DETIKNEWS","21-Aug-2020"
"156","Ramai Foto Bayar Tilang di Gerbang Tol, Hoaks atau Tidak?","Beredar informasi di media sosial soal foto pembayaran tilang di jalan tol Jombang-Mojokerto sebesar Rp 71.500 dan. Bagaimana faktanya?","DETIKFINANCE","27-Jul-2020"
"157","Viral Instruksi Gubernur Jatim Denda Warga Tidak Bermasker Rp 150 Ribu, Hoaks","Viral pesan di WhatsApp bahwa akan ada penilangan bagi warga yang tidak bermasker di Jatim. Pelanggar akan didenda Rp 100 ribu hingga Rp 150 ribu.","DETIKNEWS","18-Jul-2020"
"158","Mal Taman Anggrek Dijual di Toko Online Rp 17 Triliun?","Beredar informasi Mal Taman Anggrek yang berlokasi di Jakarta Barat dijual seharga Rp 17 triliun, hoax or not?","DETIKFINANCE","16-Jul-2020"
"159","Kemendikbud Pastikan Surat Permintaan Data Siswa Berprestasi Hoax","Beredar surat palsu mengenai permintaan data siswa berprestasi tahun ajaran 2019/2020 yang berkop Kementerian Pendidikan dan Kebudayaan (Kemendikbud).","DETIKNEWS","07-Jul-2020"
"160","Benarkah Dana Haji Dipakai untuk Tangani Wabah Corona? Ini Faktanya","Pemerintah Indonesia membatalkan keberangkatan jemaah haji tahun 2020. Beredar narasi dana yang sudah terkumpul dipakai untuk penanganan wabah Corona.","DETIKHEALTH","09-Jun-2020"
"161","KemenPUPR Minta Foto Hoax Longsor Tol Semarang yang Ini Diabaikan","Foto-foto longsor Tol Semarang ramai dibagikan di media sosial. Namun, ada satu foto palsu yang sebaiknya diabaikan saja.","DETIKNEWS","31-May-2020"
"162","Kabar Mamah Dedeh Meninggal Dunia Tidak Benar!","Kabar mengejutkan datang dari Dedeh Rosidah atau yang akrab disapa Mamah Dedeh, pagi ini. Sang pendakwah dikabarkan meninggal dunia.","DETIKHOT","27-May-2020"
"163","Beredar Kabar 2 Kasir di Lampung Positif Corona, Begini Faktanya","Pesan berantai soal kabar 2 orang kasir di Chandra Tanjung Karang, Lampung, beredar lewat WhatsApp (WA). Polisi memastikan pesan tersebut tidak benar (hoax).","DETIKNEWS","25-May-2020"
"164","Viral Pantai Bira Ramai Pengunjung Hari Pertama Setelah Lebaran, Benarkah?","Rekaman video terkait kawasan rekreasi Pantai Tanjung Bira, Bulukumba, Sulsel, ramai beredar di medsos. Benarkah pantai berpasir putih itu sudah dibuka?","DETIKNEWS","25-May-2020"
"165","Viral Gadis Cantik dan Keluarga Pacarnya Kena Corona Dipastikan Guyonan","Beredar posting-an di media sosial (medsos) yang menyebutkan ada 4 keluarga yang diisolasi sebagai antisipasi penyebaran virus Corona.","DETIKNEWS","18-May-2020"
"166","Viral Video Donasi Tepung Berisi Uang Jutaan, Apa Benar dari Aamir Khan?","Sebuah video viral memperlihatkan ada donasi tepung yang ternyata berisi uang. Donasi itu disebut berasal dari aktor Bollywood ternama, Aamir Khan. Benarkah?","DETIKHOT","01-May-2020"
"167","Viral Kakak-Adik di Tangerang Positif Corona Usai Main di Luar, Ini Faktanya","Sebuah video dua anak dievakuasi petugas dari rumahnya karena positif Corona (COVID-19) viral di media sosial. Bagaimana faktanya?","DETIKNEWS","25-Apr-2020"
"168","Viral Kakek Positif Corona Tolak Dirawat karena Takut Dikucilkan, Ini Faktanya","Video kakek dievakuasi petugas menggunakan APD viral di media sosial (medsos). Kakek tersebut terlihat meronta hingga akhirnya dipegangi sejumlah petugas.","DETIKNEWS","22-Apr-2020"
"169","Viral Ngaku Korban Begal di Cilandak, 2 Pembuat Video Rakayasa Ditangkap","Dalam video yang viral, FH mengaku dirinya jadi korban begal di Cilandak. Sementara tantenya merekam video yang akhirnya viral itu.","DETIKNEWS","22-Apr-2020"
"170","Beredar Kabar Perampokan di Supermarket Pondok Indah, Polisi: Hoax","Dalam percakapan tersebut, seseorang menyebar informasi telah terjadi perampokan di dalam supermarket di Pondok Indah, Jakarta Selatan.","DETIKNEWS","20-Apr-2020"
"171","Benarkah Pandemi Berulang Tiap 100 Tahun?","Sebuah infografis viral menyebut dunia mengalami pandemi dengan pola berulang tiap 100 tahun. COVID-19 merupakan babak terbaru dalam siklus tersebut. Benarkah?","DETIKHEALTH","15-Apr-2020"
"172","Ini Upaya Garuda Cegah Corona Selama Penerbangan","Garuda Indonesia terus melakukan serangkaian upaya pencegahan penyebaran COVID-19 khususnya di dalam penerbangan. Ada beberapa strategi yang mereka lakukan.","DETIKTRAVEL","09-Apr-2020"
"173","PT KAI Pastikan Kabar Pembatalan Seluruh Jadwal Kereta saat PSBB DKI Hoax","Beredar kabar di media sosial menyebut perjalanan kereta api dari dan menuju Jakarta dibatalkan mulai besok. PT KAI memastikan kabar itu tidak benar.","DETIKNEWS","09-Apr-2020"
"174","Viral Amoxicillin Bisa Bunuh Virus Corona, Dipastikan Hoax!","Viral di media sosial, sebuah pesan menyebut bahwa obat amoxicillin bisa tangkal virus corona. Dipastikan itu adalah hoax.","DETIKHEALTH","31-Mar-2020"
"175","Beredar Info Pemalakan Warga di Cideng Jakpus, Polisi: Hoax!","Polisi telah melakukan pengecekan ke seluruh RW di Kelurahan Cideng, Gambir. Polisi memastikan tidak ada pemalakan di wilayah Cideng.","DETIKNEWS","30-Mar-2020"
"176","Viral Makan Telur Rebus Tengah Malam Bisa Cegah Corona, Ini Kata Gugus Tugas","Media sosial dibuat heboh oleh posting-an yang menyebut ada bayi baru lahir bicara makan telur rebus di tengah malam bisa mencegah Corona.","DETIKNEWS","26-Mar-2020"
"177","Viral Foto Ojol Disebut Meninggal karena Corona di Tebet, Ini Faktanya","Faktanya korban meninggal akibat serangan jantung. Korban ditemukan meninggal di Jl Tebet Dalam, Jaksel.","DETIKNEWS","23-Mar-2020"
"178","Viral Putin Lepas Singa Cegah Warga Keluar Saat Wabah Corona, Hoax or Not?","Viral di medsos yang menyebut Presiden Rusia Vladimir Putin mengerahkan singa dan harimau untuk menakut-nakuti warga agar tidak keluar di tengah wabah Corona.","DETIKNEWS","22-Mar-2020"
"179","Viral Drone Tembaki Warga Keluar Rumah Saat Corona, Ini Faktanya","Drone itu disebut menembaki warga Malaysia yang tetap keluar dari rumah selama lockdown pencegahan virus Corona. Bagaimana faktanya?","DETIKNEWS","22-Mar-2020"
"180","Soal Hoax 'Jalan di DKI Disemprot Disinfektan', Polisi: Yang Dibersihkan Halte","Sebuah pesan berantai menyebutkan akan ada penyemprotan disinfektan di ruas jalan di Jakarta. Polisi menyebut pesan itu adalah berita bohong atau hoax.","DETIKNEWS","19-Mar-2020"
"181","Kominfo Pastikan Isu 'Jalan di DKI Disemprot Disinfektan yang Bikin Alergi' Hoax","Beredar info yang melarang masyarakat ke luar rumah karena sejumlah jalan di Jakarta akan disemprot disinfektan yang bisa membuat kulit alergi. Info itu hoax.","DETIKNEWS","19-Mar-2020"
"182","Viral Tes Corona Sendiri dengan Tahan Napas, Ini Kata Dokter Paru","Di media sosial viral informasi soal cara sederhana mengecek sendiri status infeksi virus corona. Disebut caranya hanya dengan menahan napas selama 10 detik.","DETIKHEALTH","19-Mar-2020"
